area_code,year,quarter,median_rent_per_month,median rent per month adjusted to 2018
E02000717,2016,3,1350,1365.743101
E02000717,2016,4,1339,1354.614823
E02000718,2016,1,1350,1365.743101
E02000718,2016,2,1500,1517.492334
E02000718,2016,3,1850,1871.573879
E02000718,2016,4,1500,1517.492334
E02000719,2016,1,1447,1463.874271
E02000719,2016,2,1300,1315.160023
E02000719,2016,3,1200,1213.993867
E02000719,2016,4,1700,1719.824645
E02000720,2016,1,1250,1264.576945
E02000720,2016,2,1299,1314.148361
E02000720,2016,3,1244,1258.506976
E02000720,2016,4,1220,1234.227098
E02000721,2016,1,1200,1213.993867
E02000721,2016,3,1400,1416.326178
E02000721,2016,4,1400,1416.326178
E02000722,2016,1,1198,1211.970544
E02000722,2016,2,1248,1262.553622
E02000722,2016,3,1300,1315.160023
E02000722,2016,4,1475,1492.200795
E02000723,2016,1,1499.5,1516.986503
E02000723,2016,2,1450,1466.909256
E02000723,2016,3,1750,1770.407723
E02000723,2016,4,1600,1618.65849
E02000724,2016,1,1750,1770.407723
E02000724,2016,2,1662.5,1681.887337
E02000724,2016,3,1100,1112.827712
E02000724,2016,4,1700,1719.824645
E02000725,2016,1,1495,1512.434026
E02000725,2016,2,1450,1466.909256
E02000725,2016,3,1495,1512.434026
E02000725,2016,4,1300,1315.160023
E02000726,2016,1,1419,1435.547748
E02000726,2016,2,1499,1516.480672
E02000726,2016,3,1472.5,1489.671641
E02000726,2016,4,1343,1358.66147
E02000727,2016,1,1651,1670.253229
E02000727,2016,2,1500,1517.492334
E02000727,2016,3,1600,1618.65849
E02000728,2016,1,1200,1213.993867
E02000728,2016,2,1450,1466.909256
E02000728,2016,3,1475,1492.200795
E02000728,2016,4,1698,1717.801322
E02000729,2016,1,1746,1766.361077
E02000729,2016,2,1746,1766.361077
E02000729,2016,3,1325,1340.451562
E02000729,2016,4,1375,1391.034639
E02000730,2016,1,1100,1112.827712
E02000730,2016,2,1325,1340.451562
E02000730,2016,3,1603,1621.693474
E02000730,2016,4,1250,1264.576945
E02000731,2016,1,1350,1365.743101
E02000731,2016,2,1350,1365.743101
E02000731,2016,3,1350,1365.743101
E02000731,2016,4,1391,1407.221224
E02000732,2016,1,1648.5,1667.724075
E02000732,2016,2,1225,1239.285406
E02000732,2016,3,1300,1315.160023
E02000733,2016,1,1550,1568.075412
E02000733,2016,2,1400,1416.326178
E02000733,2016,3,1324.5,1339.945731
E02000733,2016,4,1325,1340.451562
E02000734,2016,1,1647,1666.206583
E02000734,2016,2,1400,1416.326178
E02000734,2016,3,1395,1411.267871
E02000734,2016,4,1175.5,1189.208159
E02000735,2016,1,1521,1538.737227
E02000735,2016,2,1350,1365.743101
E02000735,2016,3,1450,1466.909256
E02000735,2016,4,1150,1163.410789
E02000736,2016,1,1300,1315.160023
E02000736,2016,2,1750,1770.407723
E02000736,2016,3,1400,1416.326178
E02000736,2016,4,1599.5,1618.152659
E02000737,2016,1,1550,1568.075412
E02000737,2016,2,1550,1568.075412
E02000737,2016,3,1450,1466.909256
E02000737,2016,4,1750,1770.407723
E02000738,2016,1,1600,1618.65849
E02000738,2016,2,1573,1591.343628
E02000738,2016,3,1495,1512.434026
E02000738,2016,4,1425,1441.617717
E02000739,2016,1,1651.5,1670.75906
E02000739,2016,2,1399,1415.314517
E02000739,2016,3,1375,1391.034639
E02000739,2016,4,1450,1466.909256
E02000740,2016,1,1400,1416.326178
E02000740,2016,2,1500,1517.492334
E02000740,2016,3,1425,1441.617717
E02000740,2016,4,1500,1517.492334
E02000741,2016,1,1650,1669.241567
E02000741,2016,2,1549.5,1567.569581
E02000741,2016,3,1575,1593.366951
E02000741,2016,4,1400,1416.326178
E02000742,2016,1,1525,1542.783873
E02000742,2016,2,1350,1365.743101
E02000742,2016,3,1500,1517.492334
E02000742,2016,4,1250,1264.576945
E02000743,2016,1,1700,1719.824645
E02000743,2016,2,1950,1972.740034
E02000743,2016,3,1352.5,1368.272254
E02000743,2016,4,1500,1517.492334
E02000744,2016,1,1365,1380.918024
E02000744,2016,2,1362.5,1378.38887
E02000744,2016,3,1408,1424.419471
E02000744,2016,4,1475,1492.200795
E02000745,2016,1,1200,1213.993867
E02000745,2016,2,1200,1213.993867
E02000745,2016,3,1240,1254.460329
E02000745,2016,4,1343,1358.66147
E02000746,2016,1,1350,1365.743101
E02000746,2016,2,1300,1315.160023
E02000746,2016,3,1320,1335.393254
E02000746,2016,4,1352,1367.766424
E02000747,2016,1,1588.5,1607.024382
E02000747,2016,2,1425,1441.617717
E02000747,2016,3,1500,1517.492334
E02000747,2016,4,1625,1643.950028
E02000748,2016,1,1350,1365.743101
E02000748,2016,2,1280,1294.926792
E02000748,2016,3,1250,1264.576945
E02000748,2016,4,1300,1315.160023
E02000749,2016,1,1565,1583.250335
E02000749,2016,2,1156,1169.480759
E02000749,2016,3,1625,1643.950028
E02000749,2016,4,1495,1512.434026
E02000750,2016,1,1370,1385.976332
E02000750,2016,2,1400,1416.326178
E02000750,2016,3,1450,1466.909256
E02000750,2016,4,1440,1456.792641
E02000751,2016,1,1400,1416.326178
E02000751,2016,2,1322.5,1337.922408
E02000751,2016,3,1425,1441.617717
E02000751,2016,4,1600,1618.65849
E02000752,2016,1,1200,1213.993867
E02000752,2016,3,1075,1087.536173
E02000753,2016,3,1187.5,1201.348098
E02000753,2016,4,1650,1669.241567
E02000754,2016,1,1595,1613.600182
E02000754,2016,2,1350,1365.743101
E02000755,2016,1,1625,1643.950028
E02000756,2016,1,1550,1568.075412
E02000756,2016,2,1525,1542.783873
E02000756,2016,3,1372.5,1388.505486
E02000756,2016,4,1295,1310.101715
E02000757,2016,1,1350,1365.743101
E02000757,2016,2,1400,1416.326178
E02000757,2016,3,1425,1441.617717
E02000757,2016,4,1250,1264.576945
E02000759,2016,1,1400,1416.326178
E02000759,2016,2,1300,1315.160023
E02000759,2016,3,1350,1365.743101
E02000759,2016,4,1249,1263.565283
E02000760,2016,1,1096,1108.781065
E02000760,2016,2,900,910.4954004
E02000760,2016,3,1400,1416.326178
E02000760,2016,4,1100,1112.827712
E02000762,2016,1,1625,1643.950028
E02000762,2016,3,1387,1403.174578
E02000762,2016,4,1700,1719.824645
E02000763,2016,1,1549.5,1567.569581
E02000763,2016,3,1225,1239.285406
E02000763,2016,4,1500,1517.492334
E02000764,2016,1,1235,1249.402022
E02000764,2016,2,1275,1289.868484
E02000764,2016,3,1350,1365.743101
E02000764,2016,4,1250,1264.576945
E02000765,2016,1,1050,1062.244634
E02000765,2016,2,1395,1411.267871
E02000765,2016,3,1487,1504.340734
E02000765,2016,4,1300,1315.160023
E02000767,2016,1,1475,1492.200795
E02000767,2016,2,1350,1365.743101
E02000767,2016,3,1275,1289.868484
E02000767,2016,4,1300,1315.160023
E02000768,2016,2,2150,2175.072345
E02000768,2016,4,1650,1669.241567
E02000769,2016,1,1096,1108.781065
E02000769,2016,2,1175,1188.702328
E02000769,2016,3,1200,1213.993867
E02000769,2016,4,1175,1188.702328
E02000770,2016,1,1275,1289.868484
E02000770,2016,2,1572.5,1590.837797
E02000770,2016,3,1575,1593.366951
E02000770,2016,4,950,961.0784782
E02000772,2016,1,1146,1159.364143
E02000772,2016,2,1200,1213.993867
E02000772,2016,3,1200,1213.993867
E02000772,2016,4,1525,1542.783873
E02000773,2016,1,1550,1568.075412
E02000773,2016,2,1474.5,1491.694964
E02000773,2016,3,1150,1163.410789
E02000773,2016,4,1350,1365.743101
E02000774,2016,1,1450,1466.909256
E02000774,2016,2,1199.5,1213.488036
E02000774,2016,3,1400,1416.326178
E02000774,2016,4,1250,1264.576945
E02000776,2016,1,1250,1264.576945
E02000776,2016,2,1050,1062.244634
E02000776,2016,3,1050,1062.244634
E02000776,2016,4,1250,1264.576945
E02000777,2016,1,1187.5,1201.348098
E02000779,2016,1,950,961.0784782
E02000779,2016,2,1025.5,1037.458926
E02000779,2016,3,1105,1117.886019
E02000779,2016,4,1100,1112.827712
E02000780,2016,1,1350,1365.743101
E02000780,2016,2,1300,1315.160023
E02000780,2016,3,1300,1315.160023
E02000780,2016,4,1469,1486.130826
E02000781,2016,1,1398,1414.302855
E02000781,2016,2,1600,1618.65849
E02000781,2016,3,1250,1264.576945
E02000781,2016,4,1192,1205.900575
E02000782,2016,1,1100,1112.827712
E02000782,2016,2,1250,1264.576945
E02000782,2016,3,1200,1213.993867
E02000782,2016,4,1150,1163.410789
E02000783,2016,1,1300,1315.160023
E02000783,2016,2,1250,1264.576945
E02000783,2016,3,1375,1391.034639
E02000783,2016,4,1300,1315.160023
E02000784,2016,1,2750,2782.069279
E02000784,2016,2,2292,2318.728286
E02000784,2016,3,2195,2220.597115
E02000784,2016,4,2200,2225.655423
E02000785,2016,1,1950,1972.740034
E02000785,2016,2,1550,1568.075412
E02000785,2016,3,1600,1618.65849
E02000785,2016,4,1875,1896.865417
E02000786,2016,1,1798,1818.967478
E02000786,2016,2,1895,1917.098649
E02000786,2016,3,1900,1922.156956
E02000786,2016,4,1637.5,1656.595798
E02000787,2016,1,1749.5,1769.901892
E02000787,2016,2,1707.5,1727.412107
E02000787,2016,3,1925,1947.448495
E02000787,2016,4,1662.5,1681.887337
E02000788,2016,1,1900,1922.156956
E02000788,2016,2,1495,1512.434026
E02000788,2016,3,1622.5,1641.420875
E02000788,2016,4,1410,1426.442794
E02000789,2016,1,2024,2047.602989
E02000789,2016,2,1950,1972.740034
E02000789,2016,3,1845,1866.515571
E02000789,2016,4,1700,1719.824645
E02000790,2016,1,1495,1512.434026
E02000790,2016,2,1550,1568.075412
E02000790,2016,3,1535,1552.900488
E02000790,2016,4,1595,1613.600182
E02000791,2016,1,1998,2021.299789
E02000791,2016,2,2498,2527.130567
E02000791,2016,3,1850,1871.573879
E02000791,2016,4,1850,1871.573879
E02000792,2016,1,1400,1416.326178
E02000792,2016,2,1650,1669.241567
E02000792,2016,3,1950,1972.740034
E02000792,2016,4,1650,1669.241567
E02000793,2016,1,1650,1669.241567
E02000793,2016,2,1490,1507.375718
E02000793,2016,3,1197.5,1211.464713
E02000793,2016,4,1350,1365.743101
E02000794,2016,1,1797.5,1818.461647
E02000794,2016,2,1547,1565.040427
E02000794,2016,3,1550,1568.075412
E02000794,2016,4,1425,1441.617717
E02000795,2016,2,3924,3969.759946
E02000795,2016,3,1595,1613.600182
E02000796,2016,1,1572.5,1590.837797
E02000796,2016,2,1722.5,1742.58703
E02000797,2016,1,1300,1315.160023
E02000797,2016,2,1099,1111.81605
E02000797,2016,3,1395,1411.267871
E02000797,2016,4,1312.5,1327.805792
E02000798,2016,1,1425,1441.617717
E02000798,2016,2,1495,1512.434026
E02000798,2016,3,1775,1795.699262
E02000798,2016,4,1350,1365.743101
E02000799,2016,1,1395,1411.267871
E02000799,2016,2,1695,1714.766337
E02000799,2016,3,1437.5,1454.263487
E02000799,2016,4,1275,1289.868484
E02000800,2016,2,1550,1568.075412
E02000800,2016,3,1600,1618.65849
E02000801,2016,1,1885,1906.982033
E02000801,2016,2,1486.5,1503.834903
E02000801,2016,3,1500,1517.492334
E02000802,2016,1,1225,1239.285406
E02000802,2016,2,1325,1340.451562
E02000802,2016,3,1325,1340.451562
E02000802,2016,4,1300,1315.160023
E02000803,2016,1,1300,1315.160023
E02000803,2016,2,1195,1208.935559
E02000803,2016,3,1300,1315.160023
E02000803,2016,4,1100,1112.827712
E02000804,2016,1,1195,1208.935559
E02000804,2016,2,1350,1365.743101
E02000804,2016,3,1300,1315.160023
E02000804,2016,4,1300,1315.160023
E02000805,2016,1,1390,1406.209563
E02000805,2016,2,1300,1315.160023
E02000805,2016,3,1350,1365.743101
E02000805,2016,4,1265,1279.751868
E02000806,2016,1,1397.5,1413.797024
E02000806,2016,2,1012.5,1024.307325
E02000806,2016,3,1422.5,1439.088563
E02000806,2016,4,1575,1593.366951
E02000807,2016,1,1798,1818.967478
E02000807,2016,2,1690,1709.70803
E02000807,2016,3,1799,1819.979139
E02000807,2016,4,1497.5,1514.96318
E02000808,2016,1,1950,1972.740034
E02000808,2016,2,1863,1884.725479
E02000808,2016,3,1863,1884.725479
E02000808,2016,4,2145,2170.014038
E02000809,2016,1,2145,2170.014038
E02000809,2016,2,1950,1972.740034
E02000809,2016,3,2058,2081.999482
E02000809,2016,4,1917.5,1939.861034
E02000810,2016,1,1733,1753.209476
E02000810,2016,2,1820,1841.224032
E02000810,2016,3,1842,1863.480586
E02000810,2016,4,1733,1753.209476
E02000812,2016,1,2058,2081.999482
E02000812,2016,2,1733,1753.209476
E02000812,2016,3,1798,1818.967478
E02000812,2016,4,1647,1666.206583
E02000813,2016,1,1560,1578.192027
E02000813,2016,2,1450,1466.909256
E02000813,2016,3,1647,1666.206583
E02000813,2016,4,1842,1863.480586
E02000814,2016,1,1647,1666.206583
E02000814,2016,2,1600,1618.65849
E02000814,2016,3,1647,1666.206583
E02000814,2016,4,1600,1618.65849
E02000815,2016,1,1636,1655.078306
E02000815,2016,2,1831,1852.352309
E02000815,2016,3,1787.5,1808.345031
E02000815,2016,4,1993,2016.241481
E02000816,2016,1,1998,2021.299789
E02000816,2016,2,1412.5,1428.971948
E02000816,2016,3,1551,1569.087073
E02000816,2016,4,1387,1403.174578
E02000817,2016,1,1700,1719.824645
E02000817,2016,2,1036,1048.081372
E02000817,2016,3,1287.5,1302.514253
E02000817,2016,4,1250,1264.576945
E02000818,2016,1,1424.5,1441.111886
E02000818,2016,2,1690,1709.70803
E02000818,2016,3,1699,1718.812984
E02000818,2016,4,1571,1589.320304
E02000819,2016,1,1324,1339.4399
E02000819,2016,2,1452,1468.932579
E02000819,2016,3,1647,1666.206583
E02000819,2016,4,1375,1391.034639
E02000820,2016,1,1696.5,1716.28383
E02000820,2016,2,1560,1578.192027
E02000820,2016,3,1842,1863.480586
E02000820,2016,4,1733,1753.209476
E02000821,2016,3,2036.5,2060.248759
E02000821,2016,4,1400,1416.326178
E02000822,2016,1,1449.5,1466.403425
E02000822,2016,2,1452,1468.932579
E02000822,2016,3,1821,1842.235693
E02000823,2016,1,1733,1753.209476
E02000823,2016,2,1763.5,1784.065154
E02000823,2016,3,1525,1542.783873
E02000823,2016,4,1550,1568.075412
E02000824,2016,1,950,961.0784782
E02000824,2016,2,672,679.8365656
E02000824,2016,3,1700,1719.824645
E02000824,2016,4,1825,1846.28234
E02000825,2016,1,1300,1315.160023
E02000825,2016,3,1389,1405.197901
E02000826,2016,1,1423.5,1440.100225
E02000826,2016,2,1500,1517.492334
E02000826,2016,3,1570,1588.308643
E02000827,2016,1,1498.5,1515.974842
E02000827,2016,2,1657.5,1676.829029
E02000827,2016,3,1500,1517.492334
E02000827,2016,4,1387,1403.174578
E02000828,2016,1,1250,1264.576945
E02000828,2016,2,2700,2731.486201
E02000828,2016,3,1807.5,1828.578262
E02000828,2016,4,1275,1289.868484
E02000829,2016,1,1350,1365.743101
E02000829,2016,2,1300,1315.160023
E02000829,2016,3,1725,1745.116184
E02000829,2016,4,1895,1917.098649
E02000830,2016,1,1530,1547.842181
E02000830,2016,2,1694,1713.754676
E02000830,2016,3,1550,1568.075412
E02000830,2016,4,1525,1542.783873
E02000831,2016,1,1572.5,1590.837797
E02000831,2016,2,1674.5,1694.027275
E02000831,2016,3,1621,1639.903382
E02000831,2016,4,1622.5,1641.420875
E02000832,2016,1,1450,1466.909256
E02000832,2016,2,1375,1391.034639
E02000832,2016,3,1400,1416.326178
E02000832,2016,4,1550,1568.075412
E02000833,2016,2,1694,1713.754676
E02000833,2016,3,1798,1818.967478
E02000834,2016,1,1300,1315.160023
E02000834,2016,2,1362.5,1378.38887
E02000834,2016,3,1694,1713.754676
E02000834,2016,4,1400,1416.326178
E02000835,2016,2,1350,1365.743101
E02000835,2016,3,1500,1517.492334
E02000835,2016,4,1375,1391.034639
E02000836,2016,1,1824,1845.270678
E02000836,2016,2,2200,2225.655423
E02000836,2016,3,2123.5,2148.263314
E02000837,2016,2,2400,2427.987734
E02000837,2016,3,1549.5,1567.569581
E02000837,2016,4,1647,1666.206583
E02000838,2016,1,1599,1617.646828
E02000838,2016,2,1475,1492.200795
E02000838,2016,3,1350,1365.743101
E02000838,2016,4,1600,1618.65849
E02000839,2016,1,1437.5,1454.263487
E02000839,2016,2,1300,1315.160023
E02000839,2016,3,1414,1430.48944
E02000839,2016,4,1150,1163.410789
E02000840,2016,3,1375,1391.034639
E02000841,2016,4,1200,1213.993867
E02000842,2016,1,1600,1618.65849
E02000842,2016,3,1150,1163.410789
E02000842,2016,4,1625,1643.950028
E02000843,2016,1,1100,1112.827712
E02000843,2016,2,1000,1011.661556
E02000843,2016,3,1000,1011.661556
E02000843,2016,4,1000,1011.661556
E02000845,2016,1,1325,1340.451562
E02000845,2016,2,1500,1517.492334
E02000845,2016,3,1495,1512.434026
E02000845,2016,4,1325,1340.451562
E02000846,2016,1,1325,1340.451562
E02000846,2016,2,1325,1340.451562
E02000846,2016,3,1100,1112.827712
E02000846,2016,4,1000,1011.661556
E02000847,2016,1,1300,1315.160023
E02000847,2016,2,1200,1213.993867
E02000847,2016,4,1500,1517.492334
E02000848,2016,1,1085,1097.652788
E02000848,2016,3,1178.5,1192.243144
E02000849,2016,2,1195,1208.935559
E02000849,2016,3,1125,1138.11925
E02000850,2016,3,1297.5,1312.630869
E02000850,2016,4,1050,1062.244634
E02000851,2016,1,862.5,872.558092
E02000851,2016,2,1050,1062.244634
E02000851,2016,3,995,1006.603248
E02000851,2016,4,1100,1112.827712
E02000852,2016,1,1100,1112.827712
E02000852,2016,2,1250,1264.576945
E02000852,2016,3,1000,1011.661556
E02000852,2016,4,1150,1163.410789
E02000853,2016,1,1037.5,1049.598864
E02000853,2016,2,1250,1264.576945
E02000853,2016,3,1225,1239.285406
E02000853,2016,4,1100,1112.827712
E02000854,2016,1,1089,1101.699434
E02000854,2016,2,1187.5,1201.348098
E02000854,2016,3,1195,1208.935559
E02000854,2016,4,1061,1073.372911
E02000855,2016,1,1450,1466.909256
E02000855,2016,2,1250,1264.576945
E02000855,2016,3,1312.5,1327.805792
E02000855,2016,4,1250,1264.576945
E02000856,2016,1,1175,1188.702328
E02000856,2016,2,1047.5,1059.71548
E02000856,2016,3,1050,1062.244634
E02000856,2016,4,900,910.4954004
E02000857,2016,1,1100,1112.827712
E02000857,2016,2,1250,1264.576945
E02000857,2016,3,1100,1112.827712
E02000857,2016,4,1100,1112.827712
E02000858,2016,4,887.5,897.8496309
E02000859,2016,1,1100,1112.827712
E02000859,2016,2,1095,1107.769404
E02000859,2016,3,1125,1138.11925
E02000859,2016,4,1075,1087.536173
E02000860,2016,1,1050,1062.244634
E02000860,2016,2,1062.5,1074.890403
E02000860,2016,3,1000,1011.661556
E02000860,2016,4,1000,1011.661556
E02000861,2016,2,1400,1416.326178
E02000861,2016,3,1190,1203.877252
E02000864,2016,1,1473,1490.177472
E02000864,2016,2,1551,1569.087073
E02000864,2016,3,1650,1669.241567
E02000864,2016,4,1798,1818.967478
E02000865,2016,1,1733,1753.209476
E02000865,2016,2,2102,2126.512591
E02000865,2016,3,2102,2126.512591
E02000865,2016,4,1595,1613.600182
E02000866,2016,1,1712,1731.964584
E02000866,2016,2,1803,1824.025785
E02000866,2016,3,1625,1643.950028
E02000866,2016,4,1950,1972.740034
E02000867,2016,1,1500,1517.492334
E02000867,2016,2,1600,1618.65849
E02000867,2016,3,1550,1568.075412
E02000867,2016,4,1636,1655.078306
E02000868,2016,1,1705.5,1725.388784
E02000868,2016,2,1600,1618.65849
E02000868,2016,3,1733,1753.209476
E02000868,2016,4,1690,1709.70803
E02000869,2016,1,1950,1972.740034
E02000869,2016,2,1928,1950.48348
E02000869,2016,3,2133.5,2158.37993
E02000869,2016,4,1673.5,1693.015614
E02000870,2016,1,1600,1618.65849
E02000870,2016,2,1712,1731.964584
E02000870,2016,3,1517,1534.69058
E02000870,2016,4,1950,1972.740034
E02000871,2016,1,1549.5,1567.569581
E02000871,2016,2,1365,1380.918024
E02000871,2016,3,1311,1326.2883
E02000871,2016,4,1385,1401.151255
E02000872,2016,1,1950,1972.740034
E02000872,2016,2,1790,1810.874185
E02000872,2016,3,1820,1841.224032
E02000872,2016,4,1635.5,1654.572475
E02000873,2016,1,1796,1816.944155
E02000873,2016,2,1500,1517.492334
E02000873,2016,3,1733,1753.209476
E02000873,2016,4,1774,1794.6876
E02000874,2016,1,1614,1632.821751
E02000874,2016,2,1625,1643.950028
E02000874,2016,3,1718.5,1738.540384
E02000874,2016,4,1200,1213.993867
E02000875,2016,1,1430,1446.676025
E02000875,2016,2,1473,1490.177472
E02000875,2016,3,1548.5,1566.557919
E02000875,2016,4,1560,1578.192027
E02000876,2016,1,1587,1605.506889
E02000876,2016,2,1408,1424.419471
E02000876,2016,3,1461.5,1478.543364
E02000876,2016,4,1690,1709.70803
E02000877,2016,1,1950,1972.740034
E02000877,2016,2,1746,1766.361077
E02000877,2016,3,1750,1770.407723
E02000877,2016,4,1612.5,1631.304259
E02000878,2016,1,2000,2023.323112
E02000878,2016,2,2098.5,2122.971775
E02000878,2016,3,2037,2060.75459
E02000878,2016,4,1950,1972.740034
E02000879,2016,1,1650,1669.241567
E02000879,2016,2,1474,1491.189133
E02000879,2016,3,1550,1568.075412
E02000879,2016,4,1325,1340.451562
E02000880,2016,1,1343,1358.66147
E02000880,2016,2,1701.5,1721.342137
E02000880,2016,3,1800,1820.990801
E02000880,2016,4,1625,1643.950028
E02000881,2016,1,1436.5,1453.251825
E02000881,2016,2,1603,1621.693474
E02000881,2016,3,921,931.740293
E02000881,2016,4,1322,1337.416577
E02000882,2016,1,1495,1512.434026
E02000882,2016,2,1798,1818.967478
E02000882,2016,3,1517,1534.69058
E02000882,2016,4,1863,1884.725479
E02000883,2016,1,1443,1459.827625
E02000883,2016,2,1500,1517.492334
E02000883,2016,3,1500,1517.492334
E02000883,2016,4,1127,1140.142574
E02000884,2016,1,1885,1906.982033
E02000884,2016,2,1850,1871.573879
E02000884,2016,3,1636,1655.078306
E02000884,2016,4,1699,1718.812984
E02000885,2016,1,1820,1841.224032
E02000885,2016,2,1625,1643.950028
E02000885,2016,3,1560,1578.192027
E02000885,2016,4,1560,1578.192027
E02000886,2016,1,1776.5,1797.216754
E02000886,2016,2,1647,1666.206583
E02000886,2016,3,1582,1600.448582
E02000886,2016,4,1560,1578.192027
E02000887,2016,1,1625,1643.950028
E02000887,2016,2,1600,1618.65849
E02000887,2016,3,1582,1600.448582
E02000887,2016,4,1430,1446.676025
E02000888,2016,1,1716.5,1736.517061
E02000888,2016,2,1842,1863.480586
E02000888,2016,3,1733,1753.209476
E02000888,2016,4,1560,1578.192027
E02000889,2016,1,1712,1731.964584
E02000889,2016,2,1776.5,1797.216754
E02000889,2016,3,1625,1643.950028
E02000889,2016,4,1733,1753.209476
E02000890,2016,1,2101.5,2126.00676
E02000890,2016,2,1712,1731.964584
E02000890,2016,3,1925.5,1947.954326
E02000890,2016,4,1907,1929.238587
E02000891,2016,1,1597.5,1616.129336
E02000891,2016,2,1733,1753.209476
E02000891,2016,3,1497.5,1514.96318
E02000891,2016,4,1647,1666.206583
E02000893,2016,1,1550,1568.075412
E02000893,2016,2,1799,1819.979139
E02000893,2016,3,1564,1582.238674
E02000893,2016,4,1690,1709.70803
E02000894,2016,1,1560,1578.192027
E02000894,2016,2,1575,1593.366951
E02000894,2016,3,1575,1593.366951
E02000894,2016,4,1588.5,1607.024382
E02000895,2016,1,1600,1618.65849
E02000895,2016,2,1350,1365.743101
E02000895,2016,3,1429,1445.664363
E02000895,2016,4,1337.5,1353.097331
E02000896,2016,1,1371.5,1387.493824
E02000896,2016,2,1295,1310.101715
E02000896,2016,3,1250,1264.576945
E02000896,2016,4,1400,1416.326178
E02000897,2016,1,1400,1416.326178
E02000897,2016,2,1150,1163.410789
E02000897,2016,3,1200,1213.993867
E02000897,2016,4,1045,1057.186326
E02000898,2016,2,1250,1264.576945
E02000898,2016,3,1550,1568.075412
E02000898,2016,4,1262.5,1277.222714
E02000899,2016,1,1500,1517.492334
E02000899,2016,2,1300,1315.160023
E02000899,2016,3,1195,1208.935559
E02000899,2016,4,1212.5,1226.639637
E02000900,2016,1,1350,1365.743101
E02000900,2016,2,1350,1365.743101
E02000900,2016,3,1275,1289.868484
E02000900,2016,4,950,961.0784782
E02000901,2016,1,1150,1163.410789
E02000901,2016,2,1275,1289.868484
E02000901,2016,3,1200,1213.993867
E02000902,2016,1,1600,1618.65849
E02000902,2016,2,1300,1315.160023
E02000902,2016,3,1300,1315.160023
E02000902,2016,4,1500,1517.492334
E02000903,2016,1,1599,1617.646828
E02000903,2016,2,1574,1592.355289
E02000903,2016,3,1500,1517.492334
E02000904,2016,1,1350,1365.743101
E02000904,2016,2,1300,1315.160023
E02000904,2016,3,1300,1315.160023
E02000904,2016,4,1525,1542.783873
E02000905,2016,1,1300,1315.160023
E02000905,2016,2,1500,1517.492334
E02000905,2016,3,1408,1424.419471
E02000905,2016,4,1300,1315.160023
E02000906,2016,1,1225,1239.285406
E02000906,2016,2,1400,1416.326178
E02000906,2016,3,1325,1340.451562
E02000906,2016,4,1300,1315.160023
E02000907,2016,1,1237.5,1251.931176
E02000907,2016,2,1150,1163.410789
E02000907,2016,3,1350,1365.743101
E02000907,2016,4,1400,1416.326178
E02000908,2016,1,1285,1299.985099
E02000908,2016,2,1348,1363.719777
E02000908,2016,3,1300,1315.160023
E02000908,2016,4,1200,1213.993867
E02000909,2016,1,1285,1299.985099
E02000909,2016,2,1400,1416.326178
E02000909,2016,3,1300,1315.160023
E02000909,2016,4,1250,1264.576945
E02000910,2016,1,1300,1315.160023
E02000910,2016,2,1300,1315.160023
E02000910,2016,3,1295,1310.101715
E02000910,2016,4,1300,1315.160023
E02000911,2016,1,1250,1264.576945
E02000911,2016,2,1150,1163.410789
E02000911,2016,3,1300,1315.160023
E02000911,2016,4,1250,1264.576945
E02000912,2016,1,1400,1416.326178
E02000912,2016,2,1300,1315.160023
E02000912,2016,3,1297.5,1312.630869
E02000912,2016,4,1600,1618.65849
E02000913,2016,1,1300,1315.160023
E02000913,2016,2,1350,1365.743101
E02000913,2016,3,1325,1340.451562
E02000913,2016,4,1450,1466.909256
E02000914,2016,1,1274,1288.856822
E02000914,2016,2,1300,1315.160023
E02000914,2016,3,1247.5,1262.047791
E02000914,2016,4,1250,1264.576945
E02000915,2016,1,1100,1112.827712
E02000915,2016,2,1200,1213.993867
E02000915,2016,3,1225,1239.285406
E02000915,2016,4,1174,1187.690667
E02000916,2016,1,1300,1315.160023
E02000916,2016,2,1300,1315.160023
E02000916,2016,3,1249.5,1264.071114
E02000916,2016,4,1300,1315.160023
E02000917,2016,1,1300,1315.160023
E02000917,2016,2,1225,1239.285406
E02000917,2016,3,1425,1441.617717
E02000917,2016,4,1345,1360.684793
E02000918,2016,1,1248,1262.553622
E02000918,2016,2,1400,1416.326178
E02000918,2016,3,1150,1163.410789
E02000919,2016,1,1499,1516.480672
E02000919,2016,2,1349,1364.731439
E02000919,2016,3,1213,1227.145467
E02000919,2016,4,1250,1264.576945
E02000920,2016,1,1400,1416.326178
E02000920,2016,2,1350,1365.743101
E02000920,2016,3,1300,1315.160023
E02000920,2016,4,1375,1391.034639
E02000921,2016,1,1325,1340.451562
E02000921,2016,2,1245,1259.518637
E02000921,2016,3,1300,1315.160023
E02000921,2016,4,1175,1188.702328
E02000922,2016,1,1200,1213.993867
E02000922,2016,2,1127,1140.142574
E02000922,2016,3,1250,1264.576945
E02000922,2016,4,1325,1340.451562
E02000923,2016,1,1668,1687.451475
E02000923,2016,2,1900,1922.156956
E02000923,2016,3,1950,1972.740034
E02000923,2016,4,1712,1731.964584
E02000924,2016,1,1842,1863.480586
E02000924,2016,2,1896.5,1918.616141
E02000924,2016,3,1735,1755.2328
